Name	Clone	Marker	Against	Isotype	Company	Cat..	Dilution.for.FACS	Box	Location	Back.up	Storage	Application	Group
1143	Lineage (CD3/14/19/20/56) APC	n.a.	APC	Human	mouse IgG1 + IgG2b kappa	BioLegend	348803		Abs box 4	B1		Fridge	NA	Drost
1144	FANCD2			Human	rabbit polyclonal	Novus Biologicals	NB100-182SS	1:500	Abs freezer box 1	NA		Freezer	WB/IF	Drost
1145	CD25 BB515	2A3	BB515	Human	Mouse BALB/c IgG1, κ	BD Bioscience	564468	1:200	Abs box 2	C3		Fridge	NA	Drost
1146	CD3 BV650	UCHT1	Brilliant Violet 650	Human	mouse IgG1 kappa	BioLegend	300467		Abs box 1	A7		Fridge	NA	Drost
1147	CD8a BV711	RPA-T8	Brilliant Violet 711	Human	Mouse IgG1, κ	Biolegend	301043	1:500	Abs box 1	C7	YES	Fridge	NA	Drost
1148	Anti-Phospho_Histone H2A.X	JBW301	n.a.	Human	Mouse mAb	Sigma/Merck	05-636	IF (1:1000)	Abs box 5	A9	YES	Fridge	NA	Drost
1149	Anti-rabbit IgG AF488	n.a.	Alexa Fluor 488	Rabbit	Goat	invitrogen	2284595	IF	Abs box 5	A7		Fridge	NA	Drost
1150	CD8a BV785	SK1	Brilliant Violet 785	Human	mouse IgG1 kappa	BioLegend	344739		Abs box 1	C5		Fridge	NA	Drost
1151	CD265 (RANK) AF647	9A725	AF647	Human	IgG1, k 	BD Pharmigen	566348	FACS	Abs box 5	D2		Fridge	NA	Drost
1152	CD45 APC-R700	HI30	APC-R700	Human	Mouse IgG1, k 	Biolegend	304023	1:2000	Abs box 3	A4		Fridge	NA	Drost
1153	SMUG1			Human	rabbit polyclonal	Invitrogen	PA5-44258	1:1000	Abs freezer box 1	NA		Freezer	WB	Drost
1154	Invariant NK/T BV480	6B11	Brilliant Violet 480	Human	Mouse C57BL/6 IgG1, κ	BD Bioscience	746788	FACS	Abs box 5	C9		Fridge	NA	Drost
1155	CD45 PECy7	HI30	PECy7	Human	Mouse IgG, kappa	Biolegend	304015		Abs box 3	A10		Fridge	NA	Drost
1156	CD56 AF488	B159	AF488	Human	Mouse IgG1, κ	BD Pharmigen	557699		Abs box 3	B5		Fridge	NA	Drost
1157	mouse IgG FITC isotype control		FITC		mouse mAb	Merck	12-487		Abs freezer box 1	NA		Freezer	FACS	Drost
1158	CD8a FITC	HIT8a	FITC	Human	Mouse IgG1, κ 	BioLegend	300906		Abs box 1	D2		Fridge	NA	Drost
1159	RUNX1 antibody			Human	rabbit polyclonal	Abcam	ab35962		Abs freezer box 2	NA		Freezer	WB	Drost
1160	CD117 PE/Dazzle 594	104D2	PE/Dazzle 594	Human	mouse IgG1 kappa	BioLegend	313225		Abs box 3	C10	YES	Fridge	NA	Drost
1161	NSB1 (NBN)			Human	rabbit polyclonal	Invitrogen	711701		Abs freezer box 1	NA		Freezer	WB	Drost
1162	CD25 PerCP-Cy5.5	M-A251	PerCP-Cy5.5	Human	Mouse BALB/c IgG1, κ	BD Pharmigen	560503		Abs box 2	C2		Fridge	NA	Drost
1163	CD205 BV480	MMRI7	BV480	Human	?	BD Bioscience	746830		Abs box 4	A6		Fridge	NA	Drost
1164	CD33 APC	WM53	APC	Human	mouse IgG1 kappa	BioLegend	303407	1:50	Abs box 2	C10	YES	Fridge	NA	Drost
1165	CD127 BV421	HIL-7R-M21	BV421	Human	Mouse IgG1, kappa	BD Bioscience	562436		Abs box 3	D10		Fridge	NA	Drost
1166	CD1a BV421	HI149	BV421	Human	Mouse IgG1, k 	Biolegend	300128		Abs box 1	A2		Fridge	NA	Drost
1167	CD40 PE/Cy7	5C3	PE/Cy7	Human	mouse IgG1 kappa	BD Bioscience	561215		Abs box 2	D9		Fridge	NA	Drost
1168	CD19 PE/Dazzle 594	HIB19	PE/Dazzle 594	Human	mouse IgG1 kappa	BioLegend	302251		Abs box 2	B6	YES (2x)	Fridge	NA	Drost
1169	CD34 APC	561	APC	Human	mouse IgG2a kappa	BioLegend	343607		Abs box 2	D1	YES (2x)	Fridge	NA	Drost
1170	CD11c BV605	3.9	BV605	Human	mouse IgG1 kappa	Biolegend	301635		Abs box 1	D10		Fridge	NA	Drost
1171	CD1c APC	L161	APC	Human	mouse IgG1 kappa	Biolegend	331523		Abs box 1	A3		Fridge	NA	Drost
1172	TCR Vg9 PE/Cy5	B3	PE Cy5	Human	Mouse IgG1, κ	BioLegend 	331323		Abs box 4	C7		Fridge	NA	Drost
1173	FANCA	EPR16519		Human	rabbit monoclonal	Abcam	ab201457		Abs freezer box 1	NA		Freezer	WB	Drost
1174	CD27 APCCy7	M-T271	APC/Cy7	Human	Mouse IgG1, κ	BioLegend	356423		Abs box 2	C4	YES	Fridge	NA	Drost
1175	Streptavidin BUV661	n.a.	BUV661	Mouse	n.a.	BD BIoscience	565081	FACS	Abs box 5	C10		Fridge	NA	Drost
1176	Streptactin-HRP	n.a.	HRP	Human	n.a.	Bio-Rad	161-0380	WB (1:10000)	Abs box 5	B5		Fridge	NA	Drost
1177	CD20 PerCP	2H7		Human	Mouse IgG2b, kappaa	BioLegend	302323		Abs box 2	C1		Fridge	NA	Drost
1178	H3K36me2	C75H12		human	rabbit monoclonal	Cell Signaling Technology	2901	1:1000	Abs freezer box 1	NA		Freezer	WB	Drost
1179	POLI			Human	rabbit polyclonal	Novus biologicals	NB100-175	1:500 IF	Abs freezer box 2	NA		Freezer	WB/IF	Drost
1180	BATF3	841702	PE	Human	Mouse	NovusBio	FAB7437P	FACS	Abs box 5	C8		Fridge	NA	Drost
1181	CD3 AF700	Ucht1	AF700	Human	Mouse IgG1, k	Biolegend	300403		Abs box 1	B3	Yes	Fridge	NA	Drost
1182	anti-mouse IgG AF647	n.a.	Alexa Fluor 647	Mouse	goat	Invitrogen	2272554	IF	Abs box 5	B8		Fridge	NA	Drost
1183	Human TruStain FC block	n.a.	n.a.	Human	n.a.	Biolegend	422301	FACS	Abs box 5	A3		Fridge	NA	Drost
1184	CD95 APC	DX2	APC	Human	mouse IgG1 kappa	BioLegend	305611		Abs box 3	C7		Fridge	NA	Drost
1185	Hoechst 33342	n.a.	n.a.	Human	n.a.	Thermo Fischer 	H3570	IF 	Abs box 5	E5		Fridge	NA	Drost
1186	CD5 BUV737	UCHT2	BUV737	Human	Mouse BALB/c IgG1, κ	BD Bioscience	564451	1:500	Abs box 1	B9		Fridge	NA	Drost
1187	α-Tubulin	B-5-1-2		Human	mouse mAb	Sigma	T5168-2ML	1:5000	Abs freezer box 1	NA		Freezer	WB	Drost
1188	CD20 BV421	2H7	Brilliant Violet 421	Human	mouse IgG2b kappa	BioLegend	302329	1: 50	Abs box 2	B10	YES	Fridge	NA	Drost
1189	CD123 APC Fire 750	6H6	APC Fire 750	Human	Mouse IgG1 k 	BioLegend	306041		Abs box 3	D9		Fridge	NA	Drost
1190	TCRgd APC	B1	APC	Human	Mouse IgG1, κ	BD Bioscience	561049		Abs box 4	B10	YES	Fridge	NA	Drost
1191	TCR Vg9 APC	B3	APC	Human	Mouse IgG1, κ	Biolegend	331309		Abs box 4	C9		Fridge	NA	Drost
1192	aliquot CD45 BV510		Brilliant Violet 510						Abs box 5	E2		Fridge	NA	Drost
1193	MGMT	MT 3.1	n.a.	Human	Mouse mAb IgG1 κ 	Invitrogen	MA5-13506	WB (1:500)	Abs box 5	B4		Fridge	NA	Drost
1194	anti-mouse IgG AF488	n.a.	Alexa Fluor 488	Mouse	Goat / IgG	invitrogen	2220848	IF	Abs box 5	B1		Fridge	NA	Drost
1195	MCM8			Human	rabbit polyclonal	Proteintech	16451-1-AP	1:1000?	Abs freezer box 2	NA		Freezer	WB	Drost
1196	CD5 PE	UCHT2	PE	Human	Mouse IgG1, κ 	BioLegend	300608		Abs box 1	C1		Fridge	NA	Drost
1197	Lamin A + C Antibody 	133A2	AF700	Human	Mouse mAb	NovusBio	NBP1-97688AF700	FACS	Abs box 5	C7		Fridge	NA	Drost
1198	CD15 BV711	W6D3	BV711	Human	?	BD Bioscience	563142		Abs box 2	A8		Fridge	NA	Drost
1199	RPA32/RPA2	9H8		Human	mouse monoclonal	Abcam	ab2175		Abs freezer box 2	NA		Freezer	WB/IF	Drost
1200	POLH	B-7	n.a.	Human	Mouse mAb IgG1 κ 	Santa Cruz Biotechnology	sc-17770	WB (?)	Abs box 5	C1		Fridge	NA	Drost
1201	CD42b PE	HIP1	PE	Human	mouse IgG1 kappa	BioLegend	303905	1:20	Abs box 2	E3	YES	Fridge	NA	Drost
1202	CD11b APC	ICRF44	APC	Human	mouse IgG1 kappa	Biolegend	301309		Abs box 1	D7		Fridge	NA	Drost
1203	CCRL1 BV711	13E11	Brilliant Violet 711	Human	Mouse BALB/c IgG2b, κ	BD Bioscience	747803		Abs box 4	C10		Fridge	NA	Drost
1204	OGG1	EPR4664(2)		Human	rabbit mAb	Abcam	ab124741	1:10000	Abs freezer box 1	NA		Freezer	WB	Drost
1205	S100A4 PerCP-Cy5.5	NJ04F3-D1	PerCP-Cy5.5	Human	n.a.	Biolegend	370009	FACS (intracellular)	Abs box 5	D6		Fridge	NA	Drost
1206	UNG	OTI1A11		Human	mouse IgG1	Invitrogen	MA5-25680	1:2500	Abs freezer box 1	NA		Freezer	WB	Drost
1207	CD11c FITC	3.9	FITC	Human	Mouse IgG1, kappa	BioLegend	301604		Abs box 1	D8	YES	Fridge	NA	Drost
1208	CD3 BV711	UCHT1	BV711	Human	Mouse IgG1, kappa	BioLegend	300463		Abs box 1	A4		Fridge	NA	Drost
1209	CD34 PE/Dazzle 594	581	PE/Dazzle 594	Human	mouse IgG1 kappa	BioLegend	343533		Abs box 2	D3	YES	Fridge	NA	Drost
1210	CD73 BV421	AD2	Brilliant Violet 421	Human	mouse IgG1 kappa	BioLegend	344007		Abs box 3	C2		Fridge	NA	Drost
1211	TDG			Human	rabbit polyclonal	abcam	ab227498		Abs freezer box 1	NA		Freezer	WB	Drost
1212	Streptavidin BV711	n.a.	Brilliant Violet 711	Human	n.a.	BioLegend	405241	FACS	Abs box 5	D1		Fridge	NA	Drost
1213	CD11c BUV661	B-ly6	BUV661	Human	Mouse BALB/c IgG1, κ	BD Bioscience	565067/612968	1:200	Abs box 1	E1	YES	Fridge	NA	Drost
1214	TCR Vd1 FITC	REA173	FITC	Human		Miltenyi	130-118-498		Abs box 4	C4		Fridge	NA	Drost
1215	MPG	EPR10959(B)		Human	rabbit mAb	Abcam	ab155092	1:10000	Abs freezer box 1	NA		Freezer	WB	Drost
1216	anti-mouse IgG HRP	n.a.	HRP	Mouse	sheep		NXA931V	WB (1:5000)	Abs box 5	E1		Fridge	NA	Drost
1217	CD45 APC	2D1	APC	Human	mouse IgG1 kappa	BioLegend	368511	1:20	Abs box 3	A5	YES	Fridge	NA	Drost
1218	Phospho RPA32 antibody	n.a.	n.a.	Human, Mouse	Rabbit polyclonal	Bethyl	A300-245A-M	WB + IF	Abs box 5	B10		Fridge	NA	Drost
1219	SETD3 antibody			Human		Sigma	HPA003591		Abs freezer box 2	NA		Freezer	WB/IF	Drost
1220	CD58	TS2/9	None	Human	Mouse	Biolegend	330902	Interaction blocking	Abs box 5	C4	YES (2x) 	Fridge	NA	Drost
1221	CD3 PE-Cy7	SK7	PE-Cy7	Human	mouse IgG1 kappa	BioLegend	344815		Abs box 1	A6	YES	Fridge	NA	Drost
1222	Cd34 Pe Cy7	581	PE Cy7	Human	?	BD Bioscience	561819		Abs box 2	D5		Fridge	NA	Drost
1223	BLM			Human	rabbit polyclonal	Abcam	ab2179		Abs freezer box 1	NA		Freezer	WB	Drost
1224	CD20 FITC	2H7	FITC	Human	mouse IgG2b kappa	BioLegend	302303	1:50	Abs box 2	B9	YES	Fridge	NA	Drost
1225	HLA-DR BUV737	G46-6	BUV737	Human	Mouse IgG2a, κ	BD Bioscience	748339		Abs box 4	B3		Fridge	NA	Drost
1226	CD7 PECy7	MT701	PE/Cy7	Human	Mouse BALB/c IgG1, κ	BD Pharmingen	564019		Abs box 1	C4		Fridge	NA	Drost
1227	LFA-1 (CD11a/CD18)	M24	None	Human	Mouse mAb	Biolegend	363402	Interaction blocking	Abs box 5	C5	YES	Fridge	NA	Drost
1228	CD8a APC/Cy7	HIT8a	APC/Cy7	Human	Mouse IgG1, κ	Biolegend	300925		Abs box 1	C10		Fridge	NA	Drost
1229	TCRgd APC	11F2	APC	Human	Mouse IgG1, k 	Miltenyi	130-113-500		Abs box 4	B9		Fridge	NA	Drost
1230	CD117 APC 	YB5.B8	APC	Human	mouse IgG1 kappa	BD Pharmingen	561118		Abs box 3	D1	YES	Fridge	NA	Drost
1231	SF3B1	D7L5T		Human	Rabbit mAb	Cell Signaling Technology	14434S	1:1000 WB	Abs freezer box 2	NA		Freezer	WB (+FACS?)	Drost
1232	TCRab APC	T10B9.1A-31	APC	Human	Mouse IgG1, κ	BD Bioscience	563821		Abs box 4	B7		Fridge	NA	Drost
1233	anti-rabbit IgG AF647	Poly4064	Alexa Fluor 647	Rabbit	donkey polyclonal	BioLegend	406414	FACS	Abs box 5	A6		Fridge	NA	Drost
1234	CD144 BV421	55-7H1	BV421	Human	Mouse IgG1, κ	BD Horizon	565670		Abs box 4	A2		Fridge	NA	Drost
1235	CD31 BV605	L133.1	BV605	Human	Mouse IgG1, κ	BD Bioscience	745119		Abs box 2	C8	YES	Fridge	NA	Drost
1236	TCRab FITC	IP26	FITC	Human	Mouse IgG1, κ	Biolegend 	306705		Abs box 4	B8		Fridge	NA	Drost
1237	p95/NBS1 (Y112)			Human	rabbit monoclonal	Abcam	ab32074		Abs freezer box 1	NA		Freezer	WB	Drost
1238	CD42b APC Vio770	?	APC Vio770	Human	?	Milteny Biotec	130100202		Abs box 2	E4		Fridge	NA	Drost
1239	CD8a BV421	RPA-T8	BV421	Human	Mouse IgG1, κ	Biolegend	301036		Abs box 1	C8		Fridge	NA	Drost
1240	CD14 PE	63D3	PE	Human	mouse IgG1 kappa	BioLegend	367103		Abs box 2	A1	YES	Fridge	NA	Drost
1241	CD49f PE/Cy7	GoH3	PE/Cy7	Human	rat IgG1a kappa	BioLegend	313621	1:100	Abs box 3	B3	YES	Fridge	NA	Drost
1242	CD8a BV650	RPA-T8	Brilliant Violet 650	Human	Mouse IgG1, κ	BD Bioscience	563821		Abs box 1	C6		Fridge	NA	Drost
1243	CD271 APC	ME20.4	APC	Human	mouse IgG1 kappa	BioLegend	345107		Abs box 4	A9	YES	Fridge	NA	Drost
1244	CD141 APC	M80	APC	Human	Mouse IgG1 k	BioLegend	344105		Abs box 4	A1		Fridge	NA	Drost
1245	CD64 FITC	10.1	FITC	Human	Mouse IgG1, k	BioLegend	305005		Abs box 3	B9	YES (2x)	Fridge	NA	Drost
1246	CD66b PE/Dazzle 594	G10F5	PE/Dazzle 594	Human	mouse IgM kappa	BioLegend	305121		Abs box 3	B10	YES	Fridge	NA	Drost
1247	MSH3			human	rabbit polyclonal	Abcam	ab69619		Abs freezer box 1	NA		Freezer	WB	Drost
1248	Ig lambda light chain AF700	MHL-38	AF700	Human	Mouse IgG2a, κ	BioLegend	316631	FACS	Abs box 5	E3		Fridge	NA	Drost
1249	CD66b FITC	G10F5	FITC	Human	mouse IgM kappa	BioLegend	305103		Abs box 3	C1		Fridge	NA	Drost
1250	CD19 AF700	HIB19	Alexa Fluor 700	Human	mouse IgG1 kappa	bioLegend	302225		Abs box 2	B5		Fridge	NA	Drost
1251	anti-rabbit IgG AF594	n.a.	Alexa Fluor 594	rabbit	goat	invitrogen	2165334	IF	Abs box 5	A5		Fridge	NA	Drost
1252	CD10PE/CY5	H10a	PE Cy5	Human	mouse IgG1 kappa	Biolegend	312206		Abs box 1	D4		Fridge	NA	Drost
1253	CD123 BV605	6H6	Brilliant Violet 605	Human	mouse IgG1 kappa	BioLegend	306025		Abs box 3	D6	YES	Fridge	NA	Drost
1254	CD3 BUV496	UCHT1	BUV496	Human	Mouse BALB/c IgG1, κ	BD Bioscience	564810	1:500	Abs box 1	B2	YES	Fridge	NA	Drost
